"Bucket_Level0","Bucket_Level1","Bucket_Level2","Bucket_Level3","Short_Name","Long_Name","Data_Center_URL","UUID"
"GOVERNMENT AGENCIES-U.S. FEDERAL AGENCIES","NASA","","","NASA/EDU/CORE","Central Operation of Resources for Educators, Education Division, NASA","http://core.nasa.gov/","04edec6b-1dc4-4670-a31d-0efdfaf514a3"
"GOVERNMENT AGENCIES-U.S. FEDERAL AGENCIES","NASA","","","NASA/EDU/SL/ERCN","Educator Resource Center Network, Space Link, Education Division, NASA","http://spacelink.nasa.gov/ercn/","6683a39a-33b9-48ee-8b91-2bac242291e8"
"GOVERNMENT AGENCIES-U.S. FEDERAL AGENCIES","NASA","","","NASA/EDU/SL","Space Link, Education Division, NASA","http://spacelink.nasa.gov/","de400eed-16f4-4a70-ad09-ddccaf2af443"
"GOVERNMENT AGENCIES-U.S. FEDERAL AGENCIES","NASA","","","NASA/GSFC/AAAB","Advanced Architecture and Automation Branch, Goddard Space Flight Center, NASA","http://aaaprod.gsfc.nasa.gov/","1af0d6d8-ed19-41d2-b5fe-d86b562adfef"
"GOVERNMENT AGENCIES-U.S. FEDERAL AGENCIES","NASA","","","NASA/GSFC/EOS/CARSTAD","Center for Airborne Remote Sensing and Technology and Applications Development, Earth Observing System, Goddard Space Flight Center, NASA","http://carstad.gsfc.nasa.gov/","bbbb0bc5-ff07-4d8a-a120-51d349607753"
"GOVERNMENT AGENCIES-U.S. FEDERAL AGENCIES","NASA","","","NASA/GSFC/EOS/EOSDIS/EMD","Maintenance and Development, Earth Observing System Data and Information System, Earth Observing System,Goddard Space Flight Center, NASA","http://newsroom.gsfc.nasa.gov/","394758bd-e21f-40d8-b4db-fbee77d74755"
"GOVERNMENT AGENCIES-U.S. FEDERAL AGENCIES","NASA","","","NASA/GSFC/EOS/EO","Earth Observatory, Earth Observing System, Goddard Space Flight Center, NASA","https://earthobservatory.nasa.gov/","cf401964-5a63-4c40-872a-5ecbd6ca66ab"
"GOVERNMENT AGENCIES-U.S. FEDERAL AGENCIES","NASA","","","NASA/GSFC/EOS/ESDIS/LANCE MODIS FIRMS","Land, Atmosphere Near real-time Capability for EOS (LANCE) Moderate Resolution Imaging Spectroradiometer (MODIS) Fire Information for Resource Management System (FIRMS)","https://earthdata.nasa.gov/data/near-real-time-data/firms","97cef66a-1523-472f-b154-dabbbc9b10ff"
"GOVERNMENT AGENCIES-U.S. FEDERAL AGENCIES","NASA","","","NASA/GSFC/EOS/ESDIS/LANCE MODIS","Land, Atmosphere Near real-time Capability for EOS (LANCE) Moderate Resolution Imaging Spectroradiometer (MODIS)","https://earthdata.nasa.gov/earth-observation-data/near-real-time/download-nrt-data/modis-nrt","593ea562-e43b-4e75-af24-e3723cb70ee8"
"GOVERNMENT AGENCIES-U.S. FEDERAL AGENCIES","NASA","","","NASA/GSFC/EOS/ESDIS/NEO","NASA Earth Observations, Earth Science Data and Information System Project, Earth Observing System,Goddard Space Flight Center, NASA","https://neo.sci.gsfc.nasa.gov/","99b2d665-58e1-472e-b73c-581c88235951"
"GOVERNMENT AGENCIES-U.S. FEDERAL AGENCIES","NASA","","","NASA/GSFC/EOS/ESDIS","Earth Science Data and Information System Project, Earth Observing System,Goddard Space Flight Center, NASA","https://earthdata.nasa.gov/about/esdis-project","9d74b626-b2cb-4004-a7af-966d57a53794"
"GOVERNMENT AGENCIES-U.S. FEDERAL AGENCIES","NASA","","","NASA/GSFC/EOS/PO","Program Office, Earth Observing System, Goddard Space Flight Center, NASA","https://eospso.gsfc.nasa.gov/","a48bd8e5-5bda-46e8-b6f5-cbe5234d9419"
"GOVERNMENT AGENCIES-U.S. FEDERAL AGENCIES","NASA","","","NASA/GSFC/EOS/WMP","Water Management Project Office, Earth Observing System, Goddard Space Flight Center, NASA","http://wmp.gsfc.nasa.gov/","7319e646-cdb5-4471-8002-f73b302e7cac"
"GOVERNMENT AGENCIES-U.S. FEDERAL AGENCIES","NASA","","","NASA/GSFC/GEDI","Global Ecosystem Dynamics Investigation, Goddard Space Flight Center, NASA","","e9e88e8f-6479-4041-91e0-2365c1d1b6a5"
"GOVERNMENT AGENCIES-U.S. FEDERAL AGENCIES","NASA","","","NASA/GSFC/GIO","Geospatial Interoperability Office, Goddard Space Flight Center, NASA","http://gio.gsfc.nasa.gov/","f2b59086-1174-4a70-a17e-936b9b154f45"
"GOVERNMENT AGENCIES-U.S. FEDERAL AGENCIES","NASA","","","NASA/GSFC/GMAT","GMAT Project, Goddard Space Flight Center, NASA","https://gmat.gsfc.nasa.gov/","489122fc-4f94-4a0d-8ed6-45e1ac1042ee"
"GOVERNMENT AGENCIES-U.S. FEDERAL AGENCIES","NASA","","","NASA/GSFC/ODPS","Ocean Discipline Processing System, Goddard Space Flight Center, NASA","https://oceancolor.gsfc.nasa.gov/","38f4939e-c2f8-44ad-99f6-9a179420a252"
"GOVERNMENT AGENCIES-U.S. FEDERAL AGENCIES","NASA","","","NASA/GSFC/OMISIPS","OZONE MONITORING INSTRUMENT (OMI) SIPS","https://earthdata.nasa.gov/about/science-investigator-led-processing-systems/sips-omi","557e9df4-f2f2-4d52-8788-c32aaf07e8b5"
"GOVERNMENT AGENCIES-U.S. FEDERAL AGENCIES","NASA","","","NASA/GSFC/OSS","Open Source Software, Goddard Space Flight Center, NASA","https://opensource.gsfc.nasa.gov/","0e1e8192-fcd0-4b6d-87c1-ce9848979575"
"GOVERNMENT AGENCIES-U.S. FEDERAL AGENCIES","NASA","","","NASA/GSFC/PUMAS","Practical Uses of Math And Science, Goddard Space Flight Center, NASA","https://pumas.gsfc.nasa.gov/","2c06148b-41d8-4c6f-8615-c043ea2e86c2"
"GOVERNMENT AGENCIES-U.S. FEDERAL AGENCIES","NASA","","","NASA/GSFC/SDO","Solar Dynamics Observatory Project, Goddard Space Flight Center, NASA","https://sdo.gsfc.nasa.gov/","82ac07a2-e50b-47d7-bcb7-bc2b0b6f8edb"
"GOVERNMENT AGENCIES-U.S. FEDERAL AGENCIES","NASA","","","NASA/GSFC/SECPO/LWS/EPO","Education and Public Outreach, Living With a Star, Sun Earth Connection Program Office, Goddard Space Flight Center, NASA","http://stargazers.gsfc.nasa.gov/","d6a30226-b518-405e-918b-592c711ff305"
"GOVERNMENT AGENCIES-U.S. FEDERAL AGENCIES","NASA","","","NASA/GSFC/SED/ASD/APL","Astroparticle Physics Laboratory Astrophysics Science Division, Science and Exploration Directorate, Goddard Space Flight Center, NASA","https://science.gsfc.nasa.gov/sed/index.cfm?fuseAction=home.main&&navOrgCode=660","fb68ddd3-a4ab-4506-9da7-2fe6d157aea8"
"GOVERNMENT AGENCIES-U.S. FEDERAL AGENCIES","NASA","","","NASA/GSFC/SED/ASD/JWST","","https://www.jwst.nasa.gov/","1da6fcb5-040c-4f4d-9025-32f0f59981d0"
"GOVERNMENT AGENCIES-U.S. FEDERAL AGENCIES","NASA","","","NASA/GSFC/SED/ESD/BSL/VCST","VIIRS Characterization Support Team (MCST), Biospheric Sciences Laboratory, Earth Sciences Division, Science and Exploration Directorate, Goddard Space Flight Center, NASA","https://mcst.gsfc.nasa.gov/","03c468fd-1d8e-4e1f-a53b-4deb1148c1ec"
"GOVERNMENT AGENCIES-U.S. FEDERAL AGENCIES","NASA","","","NASA/GSFC/SED/ESD/ED","Earth Science Educator, Earth Sciences Division, Science and Exploration Directorate, Goddard Space Flight Center, NASA","https://science.gsfc.nasa.gov/sed/index.cfm?fuseAction=home.main&&navOrgCode=610","aed9ef08-c7ad-4e9b-ae98-598f85ab4fc9"
"GOVERNMENT AGENCIES-U.S. FEDERAL AGENCIES","NASA","","","NASA/GSFC/SED/ESD/ESPO/OIB","","https://espo.nasa.gov/oib/","1bc0a615-309e-47a6-93d4-9071684493a5"
"GOVERNMENT AGENCIES-U.S. FEDERAL AGENCIES","NASA","","","NASA/GSFC/SED/ESD/GCDC/GCMD","Global Change Master Directory, Global Change Data Center, Earth Sciences Division, Science and Exploration Directorate, Goddard Space Flight Center, NASA","https://gcmd.nasa.gov/","415223af-a724-4058-969c-db89d20f58d1"
"GOVERNMENT AGENCIES-U.S. FEDERAL AGENCIES","NASA","","","NASA/GSFC/SED/ESD/GCDC/GESDISC","Goddard Earth Sciences Data and Information Services Center (formerly Goddard DAAC), Global Change Data Center, Earth Sciences Division, Science and Exploration Directorate, Goddard Space Flight Center, NASA","https://disc.gsfc.nasa.gov/","51a7f454-defc-47c2-ba6a-f95847962b7e"
"GOVERNMENT AGENCIES-U.S. FEDERAL AGENCIES","NASA","","","NASA/GSFC/SED/ESD/GCDC/OB.DAAC","Ocean Biology Distributed Active Archive Center (OB.DAAC), Global Change Data Center, Earth Sciences Division, Science and Exploration Directorate, Goddard Space Flight Center, NASA","https://oceancolor.gsfc.nasa.gov","f003298d-49ee-4967-ab35-4166cdc42d42"
"GOVERNMENT AGENCIES-U.S. FEDERAL AGENCIES","NASA","","","NASA/GSFC/SED/ESD/GCDC/OCG","Ocean Color Group (OCG), Global Change Data Center, Earth Sciences Division, Science and Exploration Directorate, Goddard Space Flight Center, NASA","","02a13e51-a356-4954-b0c0-d6e8daf8adbb"
"GOVERNMENT AGENCIES-U.S. FEDERAL AGENCIES","NASA","","","NASA/GSFC/SED/ESD/GGL/CDDIS","Crustal Dynamics Data Information System, Geodesy and Geophysics Laboratory, Earth Sciences Division, Sciences and Exploration Directorate, Goddard Space Flight Center, NASA","https://cddis.nasa.gov/","5eedcb4d-2962-4f73-bc32-7c098d0b4f15"
"GOVERNMENT AGENCIES-U.S. FEDERAL AGENCIES","NASA","","","NASA/GSFC/SED/ESD/GIMMS","Global Inventory Modeling and Mapping Studies, Earth Sciences Division, Science and Exploration Directorate, Goddard Space Flight Center, NASA","http://gimms.gsfc.nasa.gov/","4f1ecbf1-b648-43c7-8ec8-cef44a39dcca"
"GOVERNMENT AGENCIES-U.S. FEDERAL AGENCIES","NASA","","","NASA/GSFC/SED/ESD/GISS","Goddard Institute for Space Studies, Earth Sciences Division, Science and Exploration Directorate, Goddard Space Flight Center, NASA","https://www.giss.nasa.gov/","24124e5a-7c78-4ebb-83c3-85d5443d1f5e"
"GOVERNMENT AGENCIES-U.S. FEDERAL AGENCIES","NASA","","","NASA/GSFC/SED/ESD/GMAO/LDAS","Land Data Assimilation System, Global Modeling and Assimilation Office, Earth Sciences Division, Science and Exploration Directorate, Goddard Space Flight Center, NASA","https://ldas.gsfc.nasa.gov/","47c78e11-d86a-4185-90da-3c142f5299d4"
"GOVERNMENT AGENCIES-U.S. FEDERAL AGENCIES","NASA","","","NASA/GSFC/SED/ESD/GMAO","Global Modeling and Assimilation, Earth Sciences Division, Science and Exploration Directorate, Goddard Space Flight Center, NASA","https://gmao.gsfc.nasa.gov/","7c076ba5-627b-413d-be4f-ce8f855cfd1c"
"GOVERNMENT AGENCIES-U.S. FEDERAL AGENCIES","NASA","","","NASA/GSFC/SED/ESD/HBSL/BISB/LAADS","L1 and Atmosphere Archive and Distribution System,Biospheric Information Systems Branch, Hydrospheric and Biospheric Sciences Laboratory, Earth Sciences Division, Science and Exploration Directorate, Goddard Space Flight Center, NASA","https://ladsweb.modaps.eosdis.nasa.gov/","81a9c373-69da-4743-b088-e16fb9de6f65"
"GOVERNMENT AGENCIES-U.S. FEDERAL AGENCIES","NASA","","","NASA/GSFC/SED/ESD/HBSL/BISB/MODAPS_SERVICES","MODIS Adaptive Processing System (MODAPS) Services, Biospheric Information Systems Branch, Hydrospheric and Biospheric Sciences Laboratory, Earth Sciences Division, Science and Exploration Directorate, Goddard Space Flight Center, NASA","https://modaps.modaps.eosdis.nasa.gov/","61960b05-955a-4418-b050-5d1f78586099"
"GOVERNMENT AGENCIES-U.S. FEDERAL AGENCIES","NASA","","","NASA/GSFC/SED/ESD/HBSL/BISB/MODAPS","MODIS Adaptive Processing System, Biospheric Information Systems Branch, Hydrospheric and Biospheric Sciences Laboratory, Earth Sciences Division, Science and Exploration Directorate, Goddard Space Flight Center, NASA","https://modaps.modaps.eosdis.nasa.gov/","437ff0d5-8eda-49cd-8ac2-2ebbfdffeff4"
"GOVERNMENT AGENCIES-U.S. FEDERAL AGENCIES","NASA","","","NASA/GSFC/SED/ESD/HBSL/BSB/FED","Forest Ecosystem Dynamics Project, Biospheric Sciences Branch, Hydrospheric and Biospheric Sciences Laboratory, Earth Sciences Division, Science and Exploration Directorate, Goddard Space Flight Center, NASA","https://forest.gsfc.nasa.gov/","88f3934e-eeb5-49fe-a5a4-20dc7da64beb"
"GOVERNMENT AGENCIES-U.S. FEDERAL AGENCIES","NASA","","","NASA/GSFC/SED/ESD/HBSL/BSB/MCST","MODIS Characterization Support Team (MCST), Biospheric Sciences Laboratory, Earth Sciences Division, Science and Exploration Directorate, Goddard Space Flight Center, NASA","https://mcst.gsfc.nasa.gov/","e335cd60-be92-4da1-b24a-cdf437bca8e7"
"GOVERNMENT AGENCIES-U.S. FEDERAL AGENCIES","NASA","","","NASA/GSFC/SED/ESD/HBSL/BSB","Biospheric Sciences Branch, Hydrospheric and Biospheric Sciences Laboratory, Earth Sciences Division, Science and Exploration Directorate, Goddard Space Flight Center, NASA","https://neptune.gsfc.nasa.gov/bsb/","86e3b8bb-af8d-49d8-a6f6-8f909754d19c"
"GOVERNMENT AGENCIES-U.S. FEDERAL AGENCIES","NASA","","","NASA/GSFC/SED/ESD/HBSL/CSB","Cryospheric Sciences Branch, Hydrospheric and Biospheric Sciences Laboratory, Earth Sciences Division, Science and Exploration Directorate, Goddard Space Flight Center, NASA","https://neptune.gsfc.nasa.gov/csb/","f6317c94-107f-4604-87e7-18f412607d85"
"GOVERNMENT AGENCIES-U.S. FEDERAL AGENCIES","NASA","","","NASA/GSFC/SED/ESD/HBSL/HSB","Hydrological Sciences Branch, Hydrospheric and Biospheric Sciences Laboratory, Earth Sciences Division, Science and Exploration Directorate, Goddard Space Flight Center, NASA","https://neptune.gsfc.nasa.gov/hsb/","aba26186-32a9-40e3-9264-87d884c74eef"
"GOVERNMENT AGENCIES-U.S. FEDERAL AGENCIES","NASA","","","NASA/GSFC/SED/ESD/HBSL/TIS/EO","Education and Outreach, Terrestrial Information Systems,  Hydrospheric and Biospheric Science Laboratory, Earth Sciences Division, Science and Exploration Directorate, Goddard Space Flight Center, NASA","http://ltp-education.gsfc.nasa.gov/","8e026279-6aa4-4b8f-ac4c-3458b0678102"
"GOVERNMENT AGENCIES-U.S. FEDERAL AGENCIES","NASA","","","NASA/GSFC/SED/ESD/HBSL/TIS/LTDR","Land Long Term Data Record, Terrestrial Information Systems,  Hydrospheric and Biospheric Science Laboratory, Earth Sciences Division, Science and Exploration Directorate, Goddard Space Flight Center, NASA","https://ltdr.modaps.eosdis.nasa.gov/cgi-bin/ltdr/ltdrPage.cgi","1f90a362-69be-4aaf-86ea-adbde5224167"
"GOVERNMENT AGENCIES-U.S. FEDERAL AGENCIES","NASA","","","NASA/GSFC/SED/ESD/HBSL/TIS/MODIS-LAND-QA","MODIS Land Quality Assessment, Terrestrial Information Systems,  Hydrospheric and Biospheric Science Laboratory, Earth Sciences Division, Science and Exploration Directorate, Goddard Space Flight Center, NASA","https://landweb.modaps.eosdis.nasa.gov/cgi-bin/QA_WWW/newPage.cgi","f06ff51d-105b-4daa-be65-42cf2b0a2aed"
"GOVERNMENT AGENCIES-U.S. FEDERAL AGENCIES","NASA","","","NASA/GSFC/SED/ESD/HBSL/TIS/MODIS-LAND","MODIS Land Science Team, Terrestrial Information Systems,  Hydrospheric and Biospheric Science Laboratory, Earth Sciences Division, Science and Exploration Directorate, Goddard Space Flight Center, NASA","https://modis-land.gsfc.nasa.gov/","09d284a0-630c-4223-a687-865ac0ca0347"
"GOVERNMENT AGENCIES-U.S. FEDERAL AGENCIES","NASA","","","NASA/GSFC/SED/ESD/HBSL/TIS/MODIS-RRS","MODIS Rapid Response System, Terrestrial Information Systems,  Hydrospheric and Biospheric Science Laboratory, Earth Sciences Division, Science and Exploration Directorate, Goddard Space Flight Center, NASA","https://earthdata.nasa.gov/earth-observation-data/near-real-time/rapid-response","697a7179-be3d-47b8-98ec-736b514a576b"
"GOVERNMENT AGENCIES-U.S. FEDERAL AGENCIES","NASA","","","NASA/GSFC/SED/ESD/I2-SIPS","Ice, Cloud, and land Elevation Satellite-2 Science Investigator-led Processing System, Earth Sciences Division, Sciences and Exploration Directorate, Goddard Space Flight Center, NASA","https://icesat-2.gsfc.nasa.gov/","57612025-80c8-4ef1-94b4-4efed20a0fac"
"GOVERNMENT AGENCIES-U.S. FEDERAL AGENCIES","NASA","","","NASA/GSFC/SED/ESD/ISFS","Invasive Species Forecasting System, Earth Sciences Division, Science and Exploration Directorate, Goddard Space Flight Center, NASA","https://earthdata.nasa.gov/community/community-data-system-programs/reason-projects/invasive-species-forecasting-system","812fdb9b-5cfd-45a4-9ca0-07837aa5b38e"
"GOVERNMENT AGENCIES-U.S. FEDERAL AGENCIES","NASA","","","NASA/GSFC/SED/ESD/LA/ACDB/OZONEAQ","Ozone and Atmospheric Quality Processing Team, Atmospheric Chemistry and Dynamics Branch, Laboratory for Atmospheres, Earth Sciences Division, Science and Exploration Directorate, Goddard Space Flight Center, NASA","https://ozoneaq.gsfc.nasa.gov/","6787f8ce-b06e-4753-8bab-173e63618ff0"
"GOVERNMENT AGENCIES-U.S. FEDERAL AGENCIES","NASA","","","NASA/GSFC/SED/ESD/LA/ACDB","Atmospheric Chemistry and Dynamics Branch, Laboratory for Atmospheres, Earth Sciences Division, Science and Exploration Directorate, Goddard Space Flight Center, NASA","https://atmospheres.gsfc.nasa.gov/acd/","b8df18e3-dc83-48e5-8adf-ef17267d37bf"
"GOVERNMENT AGENCIES-U.S. FEDERAL AGENCIES","NASA","","","NASA/GSFC/SED/ESD/LA/CRB/MST/MA","MODIS-Atmosphere, MODIS Science Team, Climate and Radiation Branch, Laboratory for Atmospheres, Earth Sciences Division, Science and Exploration Directorate, Goddard Space Flight Center, NASA","https://modis-atmos.gsfc.nasa.gov/","df7e59fd-f617-4d1d-86f3-446a1f93b940"
"GOVERNMENT AGENCIES-U.S. FEDERAL AGENCIES","NASA","","","NASA/GSFC/SED/ESD/LA/CRB","Climate and Radiation Branch, Laboratory for Atmospheres, Earth Sciences Division, Science and Exploration Directorate, Goddard Space Flight Center, NASA","https://atmospheres.gsfc.nasa.gov/climate/","5f5ccb5d-e714-4051-93e5-6e7c4b43206f"
"GOVERNMENT AGENCIES-U.S. FEDERAL AGENCIES","NASA","","","NASA/GSFC/SED/ESD/LA/GPM","GPM Project Office, Laboratory for Atmospheres, Earth Sciences Division, Science and Exploration Directorate, Goddard Space Flight Center, NASA","https://pmm.nasa.gov/","29957325-ec04-419f-88f1-20916624ae13"
"GOVERNMENT AGENCIES-U.S. FEDERAL AGENCIES","NASA","","","NASA/GSFC/SED/ESD/LA/MAP/TRMM","Tropical Rainfall Measuring Mission, Mesoscale Atmospheric Processes, Laboratory for Atmospheres, Earth Sciences Division, Science and Exploration Directorate, Goddard Space Flight Center, NASA","https://trmm.gsfc.nasa.gov/","553e6bb7-0d1c-4008-8c7f-5b6d93973fcd"
"GOVERNMENT AGENCIES-U.S. FEDERAL AGENCIES","NASA","","","NASA/GSFC/SED/ESD/LA/MAPB","Mesoscale Atmospheric Processes Branch, Laboratory for Atmospheres, Earth Sciences Division, Science and Exploration Directorate, Goddard Space Flight Center, NASA","https://atmospheres.gsfc.nasa.gov/meso/","92255268-2b23-40a0-8d5e-3913fe92b7c0"
"GOVERNMENT AGENCIES-U.S. FEDERAL AGENCIES","NASA","","","NASA/GSFC/SED/ESD/LANDSAT/ED","Education, Landsat, Earth Sciences Division, Science and Exploration Directorate, Goddard Space Flight Center, NASA","http://landsat.gsfc.nasa.gov/main/education.html","69598073-def2-41ee-bee3-74f6ea60dcae"
"GOVERNMENT AGENCIES-U.S. FEDERAL AGENCIES","NASA","","","NASA/GSFC/SED/ESD/LANDSAT","Landsat, Earth Sciences Division, Science and Exploration Directorate, Goddard Space Flight Center, NASA","https://landsat.gsfc.nasa.gov/","d0826e81-05fd-4bb4-aeaf-9ae1b40d27d7"
"GOVERNMENT AGENCIES-U.S. FEDERAL AGENCIES","NASA","","","NASA/GSFC/SED/ESD/LRSL","","http://science.gsfc.nasa.gov/sed/index.cfm?fuseAction=home.main&&navOrgCode=694","96697c35-0c01-4d87-988d-87f70b37a2e1"
"GOVERNMENT AGENCIES-U.S. FEDERAL AGENCIES","NASA","","","NASA/GSFC/SED/ESD/LSSP/GP/EDB","Electrodynamics Branch, Geospace Physics, Laboratory for Solar and Space Physics, Earth Sciences Division, Science and Exploration Directorate, Goddard Space Flight Center, NASA","http://lep694.gsfc.nasa.gov/code696/code696.html","67d2bf4b-1c21-4e26-8c6e-a67cd56022d7"
"GOVERNMENT AGENCIES-U.S. FEDERAL AGENCIES","NASA","","","NASA/GSFC/SED/ESD/NCCS","NASA Center for Climate Simulation, Earth Sciences Directorate, Science and Exploration Division, Goddard Space Flight Center, NASA","","e146d234-91d5-4893-b921-b85543e9a1c7"
"GOVERNMENT AGENCIES-U.S. FEDERAL AGENCIES","NASA","","","NASA/GSFC/SED/ESD/NDRD","Natural Disaster Reference Database, Earth Sciences Division, Science and Exploration Directorate, Goddard Space Flight Center, NASA","http://ndrd.gsfc.nasa.gov/","fefa4cfa-be72-4203-92ac-007290c20a65"
"GOVERNMENT AGENCIES-U.S. FEDERAL AGENCIES","NASA","","","NASA/GSFC/SED/ESD/SIVO","Software Integration & Visualization Office, Earth Sciences Division, Science and Exploration Directorate, Goddard Space Flight Center, NASA","https://map.nasa.gov/sivo.html","ee8a9df1-ce81-41ab-830c-19e0cbfe2a30"
"GOVERNMENT AGENCIES-U.S. FEDERAL AGENCIES","NASA","","","NASA/GSFC/SED/ESD/TISL/LandSIPS","Land Science Investigator-led Processing System, Terrestrial Information Systems Laboratory, Earth Sciences Division, Sciences and Exploration Directorate, Goddard Space Flight Center, NASA","https://landweb.modaps.eosdis.nasa.gov/NPP_QA/","0b73d50d-5141-410a-869a-e5dcc783cc09"
"GOVERNMENT AGENCIES-U.S. FEDERAL AGENCIES","NASA","","","NASA/GSFC/SED/ESD/TISL/MODAPS","MODIS Adaptive Processing System, Terrestrial Information Systems Laboratory, Earth Sciences Division, Science and Exploration Directorate, Goddard Space Flight Center, NASA","https://modaps.modaps.eosdis.nasa.gov/","2da1e589-35e6-4ec7-87ec-46dffc611f8e"
"GOVERNMENT AGENCIES-U.S. FEDERAL AGENCIES","NASA","","","NASA/GSFC/SED/ESD","Earth Sciences Division, Science and Exploration Directorate, Goddard Space Flight Center, NASA","https://science.gsfc.nasa.gov/sed/index.cfm?fuseAction=home.main&&navOrgCode=610","55b96cec-e649-44c4-b79c-b9e21921d3a6"
"GOVERNMENT AGENCIES-U.S. FEDERAL AGENCIES","NASA","","","NASA/GSFC/SED/HSD/GPL/CCMC","Community Coordinated Modeling Center, Geospace Physics Lab, Heliospheric Science Division, Science and Exploration Directorate, Goddard Space Flight Center, NASA","https://ccmc.gsfc.nasa.gov/","3c226140-ccc4-4ac1-8ff8-6076fcf1c330"
"GOVERNMENT AGENCIES-U.S. FEDERAL AGENCIES","NASA","","","NASA/GSFC/SED/HSD/GPL/PWG","Polar, Wind, Geotail Project, Geospace Physics Lab, Laboratory for Solar and Space Physics, Heliophysics Science Division, Science and Exploration Directorate, Goddard Space Flight Center, NASA","https://pwg.gsfc.nasa.gov/","8de0540b-20b6-40f7-85c9-bc511ab3851a"
"GOVERNMENT AGENCIES-U.S. FEDERAL AGENCIES","NASA","","","NASA/GSFC/SED/HSD/HPL/SPDF","Space Physics Data Facility, Heliospheric Physics Lab, Heliospheric Science Division, Science and Exploration Directorate, Goddard Space Flight Center, NASA","https://spdf.gsfc.nasa.gov/","c96daf27-7d91-445b-8ebc-df1a05f70b21"
"GOVERNMENT AGENCIES-U.S. FEDERAL AGENCIES","NASA","","","NASA/GSFC/SED/HSD/SPL/RHESSI","Reuven Ramaty High Energy Solar Spectroscopic Imager, Solar Physics Lab, Heliospheric Science Division, Science and Exploration Directorate, Goddard Space Flight Center, NASA","https://hesperia.gsfc.nasa.gov/rhessi3/","2b7507d6-4de5-4db8-b531-de1861656b1d"
"GOVERNMENT AGENCIES-U.S. FEDERAL AGENCIES","NASA","","","NASA/GSFC/SED/HSD/SPL/SDAC","Solar Data Analysis Center, Solar Physics Lab, Heliospheric Science Division, Science and Exploration Directorate, Goddard Space Flight Center, NASA","https://umbra.nascom.nasa.gov/sdac.html","adde5382-a00f-4bf6-9148-213948c79690"
"GOVERNMENT AGENCIES-U.S. FEDERAL AGENCIES","NASA","","","NASA/GSFC/SED/HSD/SPL/SOHO","Solar and Heliospheric Observatory, Solar Physics Lab, Heliospheric Science Division, Science and Exploration Directorate, Goddard Space Flight Center, NASA","https://sohowww.nascom.nasa.gov/","c797bdbe-be27-4e9c-9926-e9927f9bbbf3"
