Category,Series_Entity,Short_Name,Long_Name,UUID
"Models/Analyses","","NCEP-MRF","NCEP Medium Range Forecast Model","6426710e-8498-4308-845e-c9c543bcc17e"
"Models/Analyses","","NCEP-NAM","NCEP North American Model","4cbc6cbe-50a2-4464-acd9-395379753d4e"
"Models/Analyses","","NCEP-RUC","NCEP Rapid Update Cycle Model","8c24fade-c39c-4b4f-b60c-d884ae780948"
"Models/Analyses","","NCEP/DOE-R2M","NCEP/DOE Reanalysis 2 Model","7c4302ef-0fca-4987-9515-d059b9e0bb95"
"Models/Analyses","","NCEP/NCAR-RM","NCEP/NCAR Reanalysis Model","b1c1ea44-000a-4535-8e90-d8dd447371d4"
"Models/Analyses","","NOBM","NASA Ocean Biogeochemical Model","b63e0078-74a3-431d-92f7-8853c10474e4"
"Models/Analyses","","Noah-LSM","Noah Land Surface Model","d92e3dca-7aeb-4cc1-9dc0-571844337222"
"Models/Analyses","","OBSERVATION BASED","OBSERVATION BASED ANALYSES","bb5002a8-6ff2-43dd-b0c9-8f9a76e11cb5"
"Models/Analyses","","OCEAN STATE ESTIMATION","","04d24dfe-c9f7-43b6-8bd8-8f2613767257"
"Models/Analyses","","OPERATIONAL MODELS","","9f95a56a-2669-427e-a785-de9162ffe133"
"Models/Analyses","","POM","Princeton Ocean Model","45d0ab0d-19d4-4fc4-8f69-9f6b4529a430"
"Models/Analyses","","Penman-Monteith","Penman-Monteith Model with Enhanced Surface Resistance Parameterization","3b746299-cd6d-4aa9-8de2-f05f3d6897cc"
"Models/Analyses","","RASI","","2d0c75bf-49bc-4a76-bd77-b179ea677bc2"
"Models/Analyses","","REANALYSIS MODELS","","e804fb28-786b-460f-969c-7005b0803cde"
"Models/Analyses","","Unified Model UM","United Kingdom Met Office (UKMO) Unified Model","1ee7757f-8097-432c-b473-b2a2a1266f30"
"Models/Analyses","","VIC-LSM","Variable Infiltration Capacity (VIC) Land Surface Model","87a9b8ff-5da4-4a9e-815b-2564a1af2719"
"Models/Analyses","","WRF","Weather Research and Forecasting (WRF) Model","6fb2817f-c3e3-4332-85ad-79f74227e6bc"
"Models/Analyses","","","","113ecbc2-ab36-4d58-a96c-a6ce0106e749"
